Item No.,1A,1B,2,3,4,5,6,7,8,9,,,,,,,,,10,11,12,13,,,,,,,14,,,,15,,,,,16,,,,,17,,,,,,,,,,,,,,,,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,,,,,,,,,,,,,,
Ques ID,Location,District,Age (Yrs),Sex,Education,Religion,Occupation,PersonNum,DogNum,PurSecurity,PurHunt,Pur Livest,PurPet,PurRecrt,PurExer,PurBreed,PurFood,PurOths,DogMove,Dog Bite,Heard Before,SourceSCH,SourceNews,sourceSocMed,SourceMass,SourceInternet,SourceFace,SourceOthers,OwnDog,Vaccinat,Year,Booklet,RabiesDog,RabiesCat,RabiesCattle,RabiesBat,RabiesDK,TransBite,TransScratch,TransInhale,TransSaliva,TransDK,SignBite,SignOff,SignGrowl,SignFoam,SignTail,SignSaliva,SignMouth,SignObject,SignAimless,SignRestless,SignVoice,SignPhobia,SignStare,SignUncon,SignFear,SignDK,BiteAction,SeekHelp,AnimMan,DogVacc,Dog Only,Oth Animals,Bite Only,Dog Saliva,Washing,Trad Heal,Local,Stray Bite,Own Bite,Vacc Bite,Wild Bite,Vacc Good,Fatal,Afford Cost,Fee Reason,Free roam,Stray Prob,Pop control,Onset Treat,World Day,Kill strays,Report Outbreak,Kill own,VSD Vacc,Good job,Support,Community,Information,Vacc Control,,,,,,,,,,,,,,
328,ASSAKAE,2,25,1,3,1,2,5,2,1,0,0,1,0,1,0,0,0,5,1,1,0,0,0,0,0,1,1,1,1,2018,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,4,1,1,1,1,2,1,1,2,2,2,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,
329,KOJOKROM,2,23,0,3,1,2,2,0,1,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,2,0,2,0,1,0,2,2,1,1,1,1,1,1,2,1,0,1,1,1,0,0,0,0,0,0,1,2,0,1,,,,,,,,,,,,,,
330,ADIENTEM,2,35,1,2,1,3,4,2,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,AIRPORT RIDGE,1,29,1,3,2,6,9,0,1,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,2,1,2,0,0,1,1,0,2,1,2,0,1,,,,,,,,,,,,,,
332,ANAJI,2,25,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,3,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
333,ANAJI,2,24,1,3,1,1,11,2,1,0,0,1,1,1,0,0,0,5,0,1,0,0,0,0,0,1,0,1,1,2018,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,2,2,2,2,2,0,2,1,2,1,2,1,1,1,1,1,1,0,1,2,2,2,2,0,2,2,1,2,1,2,,,,,,,,,,,,,,
334,ADIENTEM,1,19,0,3,1,1,5,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,2,1,1,1,0,1,0,1,1,2,2,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
335,APOLLO,2,21,1,2,1,1,6,2,1,0,0,0,0,0,0,0,0,5,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,4,1,1,1,1,2,1,1,2,2,2,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
336,APOLLO,2,19,1,2,1,1,6,4,1,0,1,1,1,1,1,0,0,5,0,1,0,0,0,1,0,0,0,1,1,2017,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,
337,EFFIAKUMA,2,20,1,3,2,1,3,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,1,2,0,2,2,0,1,1,1,1,0,1,,,,,,,,,,,,,,
338,KWESIMINTSIM,2,24,1,3,1,1,7,2,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,1,2017,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,4,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
339,ADIENTEM,2,18,1,3,1,1,8,1,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,2,1,0,1,2,1,1,1,1,1,1,2,1,0,0,2,0,0,1,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,
340,APOLLO,2,22,1,2,1,1,5,1,1,0,0,0,0,0,1,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,EFFIAKUMA,2,21,2,1,1,6,2,2,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,BUTUMEGYABU,2,39,1,2,1,2,4,1,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,0,2,1,2,1,1,1,0,1,1,1,1,1,2,,,,,,,,,,,,,,
343,ANAJI,2,35,1,2,1,3,,1,1,0,0,0,0,0,1,0,0,4,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,2,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
344,KWESIMINTSIM,2,32,0,2,1,6,7,1,1,0,0,1,0,1,0,0,0,2,0,1,0,1,1,1,0,0,0,1,1,,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
345,TANOKROM,2,54,1,3,2,3,10,2,1,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,0,1,1,1,1,2017,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,,,,,,,,,,,,,,
346,KOJOKROM,2,27,1,2,1,0,11,0,1,0,0,0,0,0,0,0,0,3,,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,2,2,0,0,0,0,1,1,1,1,1,1,2,1,0,0,1,1,0,2,1,1,0,2,1,2,0,1,,,,,,,,,,,,,,
347,AIRPORT RIDGE,2,26,1,2,1,2,2,2,1,0,0,1,0,1,1,1,0,5,1,1,0,0,0,1,0,0,0,1,1,2018,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,2,1,2,2,0,2,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,
348,KOJOKROM,2,47,0,1,1,4,2,3,1,0,0,0,1,1,1,0,0,5,0,1,0,0,0,1,0,0,0,1,1,2017,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
349,EFFIAKUMA,2,29,1,1,2,6,15,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,4,1,1,1,0,1,0,1,2,2,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,,,,,,,,,,,,,,
350,ANAJI,2,20,1,2,1,1,10,4,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,
351,BEPOSO,3,23,0,3,1,1,5,0,1,1,0,1,0,1,1,0,0,,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,1,0,2,0,2,2,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
352,NTWABAN,3,21,0,2,1,2,22,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,1,1,0,1,0,0,0,0,1,2,1,1,1,2,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,
353,AGRIC,3,25,0,3,1,2,7,0,0,0,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,SHAMA,3,18,0,1,2,2,0,1,1,0,0,1,0,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PORT SEBASTIAN,3,44,0,3,1,2,5,0,1,0,0,1,0,0,0,0,0,,0,1,1,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,2,1,2,0,1,2,2,0,0,1,0,0,1,1,1,2,1,0,1,0,2,0,2,1,1,1,0,1,1,0,1,,,,,,,,,,,,,,
356,BEPOSO,3,21,1,2,1,1,5,1,1,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,1,1,0,0,0,,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,1,0,1,0,1,2,2,2,1,1,1,1,1,1,2,1,1,1,0,1,2,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
357,DIABENE,3,52,1,3,1,0,10,0,1,0,0,1,1,0,0,0,0,,,1,1,0,0,0,0,0,0,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
358,DIABENE,3,56,1,2,1,0,5,2,1,0,0,1,1,1,0,0,0,3,1,1,0,0,0,0,0,0,7,1,1,2018,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,2,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,
359,NKROFUL,3,25,1,3,1,3,5,0,1,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,6,0,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,0,1,0,2,2,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
360,INCHABAN,3,57,1,3,1,3,2,2,1,0,0,1,1,0,0,0,0,4,1,1,1,1,1,1,0,0,0,1,1,2015,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,4,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,
361,BEPOSO,3,29,1,3,1,0,5,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
362,INCHABAN,3,55,1,3,0,0,4,0,0,0,0,1,0,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PAMELA CALANCA,3,30,0,1,1,2,,0,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,2,0,1,1,1,2,0,1,1,0,2,,,,,,,,,,,,,,
364,INCHABAN,3,23,1,3,1,3,5,1,1,0,0,1,1,0,0,0,0,3,0,1,1,1,1,1,1,6,0,1,0,,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,4,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,2,0,0,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,
365,YENKRAM  SHAMA,3,25,1,2,1,6,5,2,1,0,0,1,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,SHAMA,3,14,1,2,1,1,3,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,2,2,2,0,1,1,1,1,1,1,1,1,2,1,0,2,2,2,2,1,1,1,2,1,1,1,2,0,,,,,,,,,,,,,,
367,SHAMA,3,11,1,0,1,1,10,2,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,1,1,0,1,1,1,2016,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,1,2,0,1,0,1,0,1,1,1,1,0,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,,,,,,,,,,,,,,
368,SHAMA,3,10,0,1,1,1,8,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,1,2,0,0,0,2,1,1,2,1,1,1,0,1,0,1,2,2,0,1,1,1,2,0,1,2,0,2,,,,,,,,,,,,,,1
369,SHAMA,3,10,1,1,1,1,7,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,0,1,2,2,0,1,1,1,2,0,1,2,0,2,,,,,,,,,,,,,,
370,SHAMA,3,22,1,3,1,1,2,0,1,0,0,1,1,1,1,0,0,5,0,1,1,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,,,,,,,,,,,,,,
371,NKROFUL,3,18,0,2,1,1,1,2,1,0,0,1,0,1,0,0,0,4,0,1,1,1,1,1,1,1,1,1,0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,5,1,1,0,1,0,1,2,2,2,1,1,1,1,1,1,2,1,1,0,0,2,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,
372,NKROFUL,3,34,0,1,1,5,6,1,1,1,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,1,0,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,1,1,0,1,1,2,2,2,1,1,1,1,1,1,2,1,0,0,1,2,0,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,
373,ITUMA,3,68,1,1,1,6,10,2,1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,1,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,2,2,0,0,1,1,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
374,SHAMA,3,25,1,3,1,3,1,0,1,0,0,0,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,ITUMA,3,56,1,2,1,5,7,0,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,2,2,1,0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,,,,,,,,,,,,,,
376,SHAMA,3,19,1,2,1,1,3,1,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,2,1,2,2,1,1,1,1,0,1,1,1,2,1,2,1,0,0,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
377,SHAMA,3,32,1,0,3,6,6,0,0,1,0,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,SHAMA,3,31,1,1,1,0,15,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,4,1,1,1,0,1,0,1,2,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,,
379,NKOROFUL,3,51,0,1,1,5,2,0,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,1,1,2,2,1,0,0,1,,,,,,,,,,,,,,
380,BEPOSO,3,38,1,1,1,2,4,0,1,0,0,1,1,1,1,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,DIABENE,3,51,0,1,1,5,3,0,1,0,0,1,1,1,1,0,0,5,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,2,1,1,1,1,0,0,1,2,0,1,,,,,,,,,,,,,,
382,ASAMENSIDO,3,49,0,1,1,5,3,0,1,0,0,1,0,0,1,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,1,2,1,1,1,0,2,2,1,1,0,1,1,1,2,1,0,0,0,1,0,1,1,1,2,2,1,2,2,1,,,,,,,,,,,,,,
383,SHAMA,3,62,0,1,1,5,3,0,1,0,0,1,0,0,1,0,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,
384,AGRIC,3,25,3,1,1,1,,2,1,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,,,,,,,,,,,,,
385,ITUMA,3,27,0,2,2,0,4,0,1,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,BEPOSO,3,23,1,3,1,1,,2,1,0,0,1,1,1,1,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,WHINDO,3,49,0,2,1,5,5,1,1,0,0,0,0,1,1,0,0,5,1,1,0,0,1,1,0,0,0,1,1,2017,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,4,1,1,1,1,0,1,1,0,0,0,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,
388,AGRIC,3,25,0,3,1,1,11,2,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,0,1,1,1,0,2,1,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,
389,DIABENE,3,40,0,1,1,5,2,0,1,0,0,1,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,ASAMENSIDO,3,24,0,3,1,3,4,0,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,DIABENE,3,24,0,3,1,3,,2,1,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,WHINDO,3,35,0,3,1,2,3,0,1,0,0,1,0,1,0,0,0,5,0,1,1,1,0,1,0,0,0,1,,,,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,0,2,2,1,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,2,0,1,,,,,,,,,,,,,,
393,BEPOSO,3,45,0,3,1,4,7,2,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,7,1,1,2018,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,2,0,1,1,2,2,1,1,1,1,1,1,0,1,0,1,1,2,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
394,ITUMA,3,45,0,2,1,5,7,2,1,0,0,1,1,1,0,0,0,5,0,1,1,1,0,1,0,1,0,1,1,2017,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,4,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,2,0,1,,,,,,,,,,,,,,
395,NTWABAN,3,21,1,3,1,1,6,2,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,2018,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2,1,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,
396,NKWANTA KESIDO,3,35,1,2,2,5,10,0,1,0,0,1,1,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,NKOROFUL,3,38,1,2,1,5,10,3,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,1,0,1,1,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,,1,1,1,1,1,0,1,1,0,0,1,,,,,,,,,,,,,,
398,AGRIC,3,28,1,3,1,6,11,0,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,0,0,1,0,1,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
